ID,Text,Is_Activism,Category,Post_Id
480,So much to do Patagonia….send someone to my property I need help taking care off it!!!😢,False,Environmental,CwGJeEsO3Dt
481,Don’t you dare touch that beautiful excavator,False,Environmental,CwGJeEsO3Dt
482,Koala's aren't in Tasmania by the way.. only on mainland Australia 😉,False,Environmental,CwGJeEsO3Dt
483,👏👏,False,Environmental,CwGJeEsO3Dt
484,💚🙏🏼✨,False,Environmental,CwGJeEsO3Dt
485,Australia has such little forest left to begin with…so short sighted for the government of Australia to allow logging like this,False,Environmental,CwGJeEsO3Dt
486,TERRIBLE LUGAR CADA MINUTO UNA VISTA UNICA Y LLENA PARA AVENTURARSE CON LA BICI POR LOS CAMINOS AGUANTE EL MTB,False,None,CvNDKtFOqH4
487,@thundermountainbikes 🫡,False,None,CvNDKtFOqH4
488,🔥,False,None,CvNDKtFOqH4
489,🔥,False,None,CvNDKtFOqH4
490,BPA in sports bras? Tell me it is not so?,False,None,CvNDKtFOqH4
491,I want to eschew responsibility and be free like this. 🚴‍♀️,False,None,CvNDKtFOqH4
492,❤️❤️❤️,False,None,CvNDKtFOqH4
493,❤️,False,None,CvNDKtFOqH4
494,Your skills leave up speechless 💜💜💜,False,None,CvNDKtFOqH4
495,Cool,False,None,CvNDKtFOqH4
496,✨,False,None,CvNDKtFOqH4
497,he makes it look SO easyy,False,None,CvNDKtFOqH4
